carat,color,clarity,depth,table,x,y,z,price
0.5,G,VS1,60.3,66,5.13,5.09,3.08,1327
0.5,H,VS2,56.3,65,5.24,5.21,2.94,1332
0.51,F,VS2,61,66,5.12,5.04,3.1,1334
0.85,J,I1,65.5,59,5.95,5.82,3.86,1334
0.89,H,I1,58.8,66,6.21,6.09,3.62,1334
0.51,E,SI1,55.8,61,5.43,5.35,3.01,1340
0.5,F,VS1,62.9,68,5.02,4.96,3.14,1348
0.5,G,VS1,65.8,57,5.03,4.91,3.27,1350
0.56,E,SI1,64.5,61,5.22,5.09,3.33,1358
0.71,J,SI2,66.1,58,5.53,5.43,3.62,1362
0.53,E,SI1,64.5,53,5.16,5.15,3.33,1363
0.5,G,VS1,66.8,56,4.85,4.91,3.26,1367
0.6,F,SI1,55.3,63,5.67,5.61,3.12,1367
0.48,G,VVS2,65,54,4.95,4.9,3.2,1367
0.5,G,VS1,65.9,57,5,4.87,3.25,1373
0.57,E,SI1,64.6,59,5.22,5.18,3.36,1383
0.56,E,SI2,64.5,61,5.18,5.14,3.33,1389
0.5,E,VS2,66.3,55,4.98,4.94,3.29,1397
0.5,E,VS2,64.9,56,5.01,4.95,3.23,1397
0.5,E,VS2,65.4,57,5.01,4.81,3.21,1397
0.52,I,VVS2,60.4,66,5.26,5.2,3.16,1401
0.53,F,VS2,65.5,58,5.09,5.03,3.31,1402
0.71,J,SI2,65.5,61,5.54,5.49,3.61,1409
0.62,D,SI2,64.6,57,5.39,5.33,3.46,1410
0.64,I,VS2,55.3,69,5.85,5.69,3.19,1411
0.35,G,VS2,65.9,54,5.57,5.53,3.66,1415
0.35,G,VS2,65.9,54,5.57,5.53,3.66,1415
0.7,G,SI2,69.3,60,5.41,5.35,3.72,1420
0.58,G,VS2,65,56,5.23,5.17,3.38,1430
0.5,D,VS2,66.9,57,4.95,4.83,3.27,1431
0.5,D,VS2,63.7,57,5.05,4.9,3.17,1431
0.62,E,SI2,58.2,60,5.7,5.51,3.26,1435
0.71,J,VS2,64.9,54,5.63,5.53,3.62,1435
0.67,I,VS2,57.2,70,5.82,5.75,3.31,1436
0.61,I,VS2,57.4,60.9,5.6,5.65,3.23,1437
0.37,D,IF,61.2,57,4.68,4.73,2.88,1440
0.5,F,VS1,56.4,62,5.31,5.22,2.97,1446
0.97,G,I1,57.2,60,6.59,6.36,3.72,1547
0.7,F,SI2,66.4,56,5.51,5.42,3.63,1564
0.91,F,I1,67,62,5.97,5.89,3.98,1570
0.5,F,VS1,65,55,5.01,4.96,3.24,1577
0.51,F,VS2,56.3,61,5.34,5.29,2.99,1602
0.7,I,SI2,65.9,58,5.46,5.5,3.61,1625
0.73,F,SI2,64.7,56,5.6,5.53,3.6,1631
0.68,G,SI1,58,71,5.85,5.7,3.35,1633
0.96,H,I1,61.5,63,6.22,6.06,3.78,1637
0.62,F,SI1,55.1,66,5.85,5.7,3.18,1641
0.58,E,SI1,64.4,57,5.26,5.24,3.38,1641
0.67,F,SI1,56,67,5.81,5.78,3.25,1642
0.77,D,SI2,65.1,63,5.71,5.65,3.7,1651
0.85,G,I1,62.7,60,6.05,5.96,3.77,1651
0.65,I,VS2,65.1,55.6,5.44,5.5,3.56,1659
0.5,G,VVS2,66.1,62,4.92,4.88,3.24,1659
0.51,D,VS2,64.4,54,5.06,5.03,3.25,1668
0.7,J,VS2,64.6,58,5.58,5.56,3.6,1672
0.81,H,SI2,66.2,58,5.78,5.74,3.81,1687
0.71,G,SI2,65.6,56,5.54,5.49,3.63,1691
0.69,G,SI2,65.4,63,5.49,5.43,3.57,1691
0.7,J,VVS1,67.6,54,5.56,5.41,3.71,1691
0.69,I,VS1,57.9,63,5.73,5.77,3.33,1692
0.7,D,SI2,71.6,55,5.47,5.28,3.85,1696
0.7,I,SI1,65.8,57,5.46,5.55,3.62,1697
0.58,G,VS1,64.7,60,5.23,5.28,3.41,1701
0.49,E,VVS2,65.5,58,4.91,4.86,3.2,1705
0.96,H,I1,61.1,60,6.26,6.07,3.77,1705
0.96,H,I1,66.9,60,6.15,6.04,4.09,1705
0.51,E,VS2,65.5,51,5.06,5.01,3.3,1709
0.98,G,I1,69.7,58,6.08,5.98,4.21,1712
0.5,G,VVS2,64.9,58,5,4.95,3.23,1712
0.8,G,I1,64.5,57,5.86,5.83,3.77,1715
0.32,F,VS2,59.6,60,4.42,4.34,2.61,1715
0.7,I,SI1,65,56,5.6,5.5,3.61,1720
0.7,J,SI1,63,57,5.55,5.6,3.51,1723
0.7,E,SI2,58.7,68,5.77,5.72,3.37,1723
0.64,E,SI1,59.5,64,5.65,5.39,3.31,1733
0.56,E,VS2,64.7,60,5.13,5.14,3.32,1737
0.96,H,I1,64.3,59,6.38,5.88,3.98,1739
0.96,H,I1,69.2,56,5.97,5.83,4.08,1739
0.7,I,SI1,65.2,58,5.6,5.56,3.64,1749
0.98,G,I1,68,63,6.13,6.02,4.13,1749
0.9,H,I1,66.9,63,6.04,5.91,4,1758
0.63,H,VS1,57.3,62.5,5.65,5.7,3.25,1760
0.72,J,SI2,66.1,55,5.51,5.56,3.66,1762
0.7,D,SI2,67.8,58,5.51,5.44,3.71,1770
0.96,H,I1,68.9,59,6.09,5.96,4.15,1773
0.29,F,SI1,55.8,60,4.48,4.41,2.48,1776
0.53,E,VS1,62.3,67,5.22,5.11,3.22,1778
0.52,F,VS1,57.2,59,5.35,5.39,3.07,1784
1,J,I1,65,59,6.27,6.17,4.05,1784
0.9,I,I1,67.2,60,5.96,5.88,3.98,1786
0.97,F,I1,68.5,54,6.26,6.05,4.22,1787
0.57,F,VS1,64.5,61,5.23,5.19,3.36,1788
0.99,J,I1,73.6,60,6.01,5.8,4.35,1789
0.5,G,VVS2,62.9,67,5.02,4.96,3.14,1791
0.5,D,VVS1,65.9,64,4.92,5.03,3.28,1792
0.7,F,SI2,64.8,57,5.65,5.59,3.64,1792
0.72,H,SI2,66,60,5.58,5.51,3.66,1799
0.72,I,SI1,64.8,54,5.69,5.67,3.68,1799
0.73,J,VS1,64.6,60,5.68,5.59,3.64,1802
0.7,H,SI1,65,59,5.54,5.5,3.59,1803
1,I,I1,68.6,56,6.2,6.08,4.22,1805
0.7,D,SI2,65.5,57,5.56,5.43,3.6,1806
0.7,H,SI1,64.8,57,5.49,5.59,3.59,1808
0.96,H,I1,60.1,62,6.21,6,3.68,1808
0.96,H,I1,67.4,62,6.13,5.96,4.08,1808
0.7,H,VS1,67.2,55,5.48,5.54,3.7,1811
0.7,I,VS2,66.1,56,5.53,5.48,3.64,1814
0.56,F,VS2,57,67,5.49,5.36,3.09,1814
0.37,F,SI1,65.3,56,4.53,4.47,2.94,527
0.71,J,VS2,64.4,56,5.64,5.6,3.62,1826
0.75,J,SI1,55,66,6.2,6.04,3.37,1827
0.71,H,SI1,65.9,57,5.54,5.48,3.63,1828
0.7,E,SI2,70.6,56,5.45,5.35,3.81,1828
0.71,H,VS2,62.1,70,5.67,5.6,3.5,1832
0.7,H,SI1,66,56,5.5,5.53,3.64,1840
0.71,I,VS2,61.6,67,5.76,5.61,3.5,1840
0.7,I,SI1,62,67,5.54,5.5,3.42,1848
0.52,G,IF,65.5,55,4.98,5.06,3.29,1849
0.7,H,SI1,65.5,57,5.59,5.55,3.65,1865
0.7,H,SI1,65.3,55,5.58,5.54,3.63,1865
0.74,E,I1,58.2,65,6.03,5.89,3.47,1865
0.75,J,VS1,61.9,67,5.8,5.7,3.56,1869
0.65,F,VS2,58.3,64,5.7,5.62,3.3,1881
0.5,E,VS1,55.3,65,5.35,5.31,2.95,1890
0.73,I,SI2,61.3,67,5.77,5.64,3.51,1892
0.7,D,SI1,52.2,65,6.04,5.99,3.14,1895
0.7,J,VS2,67.4,58,5.34,5.37,3.61,1896
0.99,J,I1,62.9,58,6.33,6.1,3.91,1901
0.57,F,VVS2,65.2,56.2,5.19,5.23,3.4,1902
0.7,G,SI1,68.4,58,5.59,5.55,3.61,1915
0.96,F,I1,62.9,66,6.29,6.07,3.91,1917
0.7,F,SI2,58.2,66,5.77,5.74,3.35,1920
0.98,G,I1,58.7,57,6.54,6.43,3.8,1932
0.98,G,I1,67.3,60,6.17,6.11,4.14,1932
0.9,G,I1,65.1,58,6.05,5.99,3.92,1939
0.54,F,SI1,64.8,59,5.11,5.05,3.29,1944
0.75,J,VS2,59.1,66,5.99,5.82,3.49,1944
0.7,F,SI2,64.6,57,5.6,5.57,3.61,1947
0.7,G,SI1,66,53,5.53,5.47,3.63,1949
0.5,E,VS1,56.1,64,5.31,5.28,2.97,1950
0.63,E,SI1,64.6,57.7,5.36,5.41,3.47,1952
1,G,I1,67.3,57,6.26,6.12,4.18,1954
0.77,J,SI1,60.2,66,5.97,5.81,3.55,1956
0.74,H,SI2,62,53,5.85,5.74,3.6,1962
0.7,F,SI1,65.3,54,5.58,5.54,3.63,1974
0.5,D,VVS2,67.6,57,4.95,4.84,3.31,1980
0.7,H,VS2,57,58,5.87,5.89,3.35,1981
0.7,H,VS2,64.9,56,5.49,5.51,3.57,1981
0.74,J,VS1,58.8,68,5.91,5.8,3.44,1982
0.7,G,SI1,65,59,5.57,5.5,3.6,1982
0.7,F,SI2,57.1,64,5.81,5.86,3.33,1990
0.71,G,SI2,65.6,61,5.46,5.37,3.55,1994
0.7,H,SI1,61,66,5.68,5.64,3.45,1995
0.7,G,SI1,61.6,66,5.62,5.57,3.45,1995
0.7,I,VS2,64.4,55,5.6,5.55,3.59,1996
1,I,I1,66.9,57,6.15,6.03,4.09,1997
0.7,E,SI2,64.4,58,5.58,5.51,3.57,1998
0.7,E,SI2,65.3,56,5.57,5.54,3.63,1998
0.7,G,SI2,61.5,66,5.55,5.6,3.43,1999
0.7,E,SI1,57.2,66,5.76,5.74,3.29,2000
0.3,D,SI2,64.6,54,4.29,4.25,2.76,536
0.71,E,SI2,64.8,63,5.63,5.51,3.61,2002
0.77,J,VS1,61.2,66,5.92,5.83,3.6,2005
0.63,E,VS2,65.7,60,5.41,5.31,3.52,2011
0.7,G,SI1,64.8,59,5.65,5.56,3.63,2016
0.81,F,SI2,65.7,57,5.8,5.75,3.79,2031
0.73,G,SI1,65.5,56,5.68,5.62,3.7,2032
0.7,F,SI2,64.9,58,5.46,5.59,3.59,2035
1,I,I1,64.5,58,6.33,6.1,4.01,2035
1.01,E,I1,64.5,54,6.31,6.22,4.03,2036
1.04,I,I1,67.3,56,6.34,6.23,4.22,2037
0.71,G,SI1,65,58,5.57,5.53,3.61,2045
0.7,H,SI1,65.5,57,5.53,5.59,3.64,2048
0.7,H,SI1,65.2,58,5.49,5.55,3.6,2048
0.71,H,SI1,65.1,55,5.69,5.65,3.69,2049
0.73,G,SI2,64.7,60,5.68,5.64,3.66,2050
0.7,H,SI1,64.7,58,5.59,5.54,3.6,2051
0.71,G,SI2,64.8,58,5.6,5.57,3.62,2055
0.74,G,SI1,64.8,59,5.63,5.6,3.64,2060
0.64,F,VS2,57,62.5,5.67,5.78,3.26,2063
0.96,G,I1,64.5,60,6.16,6.11,3.96,2068
0.74,E,SI1,66,56,5.6,5.67,3.72,2069
0.69,G,VS1,57.8,66,5.9,5.84,3.39,2070
0.7,F,SI2,65.3,55,5.6,5.49,3.62,2075
0.52,E,VVS2,57.2,64,5.27,5.36,3.04,2079
0.62,F,VS1,60,64,5.69,5.48,3.36,2083
0.71,D,SI1,55.5,62,6,5.97,3.32,2086
0.71,F,SI1,62.6,57,5.73,5.68,3.57,2088
0.62,F,VVS2,57.1,60,5.65,5.7,3.24,2088
0.7,E,SI2,64.6,53,5.58,5.63,3.62,2092
0.7,D,SI1,66,56,5.45,5.52,3.62,2093
0.7,H,VS1,62,73,5.65,5.54,3.47,2100
0.75,F,SI2,65.1,57,5.7,5.66,3.7,2102
0.71,F,SI2,65.2,55.5,5.52,5.58,3.62,2103
0.71,I,VS1,64.5,56,5.61,5.56,3.6,2104
0.71,H,SI1,65.1,56,5.63,5.55,3.64,2112
1,I,I1,65.4,57,6.28,6.2,4.08,2112
0.7,I,VS2,64.7,60,5.55,5.49,3.57,2117
0.7,G,SI2,65.2,56,5.63,5.54,3.64,2117
1,J,SI2,69.9,61,6.13,5.86,4.23,2117
0.7,I,VVS2,64.7,55,5.62,5.51,3.6,2117
0.7,G,SI1,56.6,61,5.86,5.95,3.34,2120
0.7,F,SI1,66,56,5.59,5.56,3.68,2121
0.72,E,SI2,68.4,64,5.38,5.32,3.66,2125
0.7,E,SI1,65.1,56,5.49,5.41,3.55,2125
0.91,I,SI2,65,58,6.05,6.02,3.92,2129
0.72,I,VVS2,65.7,57,5.56,5.64,3.68,2131
0.83,H,SI2,65.1,59,5.84,5.81,3.79,2133
1.04,F,I1,65.4,60,6.39,6.3,4.15,2134
0.9,E,I1,59.9,66,6.18,6.14,3.69,2138
0.9,H,SI2,64.4,59,6.03,5.99,3.87,2138
0.52,F,IF,64.6,58,5.04,5.17,3.3,2144
0.73,D,SI2,65.5,60,5.64,5.54,3.66,2147
0.71,F,SI1,57,62,5.84,5.87,3.34,2149
0.7,G,SI1,63.1,57,5.64,5.58,3.54,2150
0.71,D,SI1,64.6,60,5.55,5.6,3.6,2151
0.7,H,VS1,64.9,56,5.68,5.56,3.65,2152
0.34,F,I1,55.8,62,4.72,4.6,2.6,2160
0.73,F,SI2,59.2,64,5.92,5.83,3.48,2164
0.73,F,SI2,53.4,65,6.19,6.15,3.3,2164
0.7,D,SI2,65.6,55,5.59,5.5,3.64,2167
0.7,F,SI1,65.9,59,5.53,5.49,3.63,2167
0.7,F,SI1,64.8,60,5.57,5.54,3.6,2167
0.7,D,SI2,64.5,60,5.53,5.47,3.55,2167
0.84,D,SI2,64.5,60,5.92,5.84,3.79,2167
0.6,G,VVS2,57.9,67,5.66,5.47,3.23,2167
0.7,H,SI1,64.5,59,5.54,5.51,3.56,2176
0.77,I,VS1,65.1,57,5.65,5.77,3.72,2184
0.58,E,VS1,57.9,56,5.52,5.49,3.19,2192
0.76,H,SI1,65.5,59,5.75,5.66,3.74,2193
0.74,H,VS1,66.3,63,5.63,5.5,3.69,2193
0.71,D,SI2,64.6,60,5.62,5.59,3.62,2198
0.71,F,SI1,57,68,6.05,5.87,3.4,2198
0.72,H,SI2,65.9,57,5.6,5.54,3.67,2203
0.71,I,VS2,64.7,60,5.54,5.46,3.56,2208
0.7,G,SI2,58.6,56,5.8,5.74,3.38,2208
0.47,D,IF,60.6,60,5.09,4.98,3.05,2211
0.7,I,VS1,60.2,66,5.77,5.62,3.44,2234
0.69,G,VS1,61.2,65.4,5.58,5.64,3.42,2235
1.06,I,I1,64.5,57,6.47,6.33,4.13,2239
0.7,E,SI1,66.7,59,5.49,5.45,3.65,2241
0.8,G,SI2,61.2,58,5.96,5.93,3.64,2246
0.7,G,VS1,68.5,58,5.47,5.34,3.7,2250
0.7,H,VS2,65,56,5.6,5.5,3.61,2268
0.7,G,VS2,57.3,63,5.78,5.84,3.33,2273
0.71,G,VS2,65.7,56,5.51,5.54,3.63,2274
0.73,H,VS2,65.9,55,5.68,5.64,3.74,2278
1,F,I1,68,57,6.14,6.05,4.15,2280
0.92,H,SI2,66.1,57,6.22,6,4.05,2283
1.01,G,I1,64.5,56,6.32,6.26,4.06,2287
0.7,G,VS1,65.2,57,5.56,5.52,3.61,2290
0.77,I,VVS2,59.2,66,5.96,5.9,3.51,2292
1.05,H,I1,61.8,57,6.51,6.4,3.99,2293
0.81,I,VS1,66.5,53,5.76,5.83,3.86,2297
0.71,G,SI1,65.5,55,5.59,5.56,3.65,2300
0.71,G,SI2,64.4,58,5.59,5.56,3.59,2300
0.81,F,SI2,68.8,79,5.26,5.2,3.58,2301
0.96,J,I1,59.5,60,6.28,6.23,3.72,2304
0.72,G,VS2,64.6,55,5.66,5.71,3.67,2306
0.9,G,I1,66,58,5.96,5.88,3.91,2310
0.78,F,SI2,64.6,53,5.83,5.78,3.75,2312
0.73,E,SI1,64.6,59,5.69,5.64,3.66,2317
0.8,G,SI2,64.6,55,5.86,5.75,3.75,2318
0.71,I,VS1,57.1,57,5.87,5.9,3.36,2318
0.7,E,SI1,65.2,58,5.57,5.54,3.62,2318
0.7,D,SI1,64.6,57,5.6,5.57,3.61,2318
0.95,J,I1,64.9,56,6.17,6.12,3.99,2322
1,G,SI2,70.2,58,6,5.73,4.13,2326
0.71,F,SI2,60.1,68,5.8,5.72,3.46,2327
0.76,H,SI1,61.9,70,5.84,5.77,3.59,2328
0.73,I,VS1,55.9,66,6.11,6.01,3.39,2330
0.89,I,VS1,68.2,65,5.82,5.74,3.94,2334
1.17,I,I1,64.5,59,6.67,6.47,4.25,2336
0.97,F,SI2,67.2,61,6.09,6,4.06,2338
0.7,G,VS2,65.3,57,5.58,5.47,3.61,2338
0.82,G,SI1,66.4,54,5.87,5.82,3.88,2339
0.7,D,SI1,66.5,55,5.51,5.47,3.65,2339
1.01,I,I1,56.1,63,6.7,6.65,3.74,2342
0.62,E,VS1,58.8,67,5.66,5.57,3.29,2344
0.73,I,VVS2,64.4,59,5.65,5.62,3.63,2351
0.7,H,VS2,67.8,56,5.42,5.38,3.66,2351
0.71,E,SI1,64.7,59,5.61,5.58,3.62,2352
0.71,D,SI1,65.1,59,5.59,5.56,3.63,2352
0.7,G,SI1,61.7,66,5.7,5.58,3.48,2352
0.7,D,SI1,64.9,64,5.57,5.5,3.59,2352
0.7,E,VS2,65.6,61,5.62,5.47,3.64,2352
0.97,I,I1,67.3,55,6.08,6.02,4.07,2357
0.7,D,SI2,58.1,60,5.79,5.82,3.37,2358
0.82,H,SI2,65.1,58,5.86,5.81,3.8,2358
0.84,I,VS2,65.1,57,5.91,5.85,3.83,2359
0.78,G,SI1,64.6,56,5.86,5.79,3.76,2359
0.79,G,SI1,65.3,76,5.52,5.13,3.35,2362
0.75,F,SI1,64.5,60,5.65,5.54,3.61,2363
0.72,D,SI1,65.6,60,5.62,5.54,3.66,2364
0.71,D,VS2,55.6,73,6.01,5.96,3.33,2368
0.7,F,VS2,65.5,57,5.55,5.41,3.59,2369
0.71,D,SI1,66.3,56,5.61,5.49,3.68,2372
1.07,G,I1,64.8,56,6.53,6.43,4.2,2375
0.9,H,SI2,66,63,5.89,5.79,3.86,2376
0.75,D,SI1,65.1,57,5.64,5.6,3.66,2376
1.2,I,I1,66.7,57,6.57,6.05,4.37,2376
1.2,I,I1,65.1,55,6.65,6.59,4.31,2376
1.2,G,I1,66.6,57,6.57,6.5,4.34,2376
0.9,G,SI2,65.4,57,6.01,5.97,3.98,2376
0.7,F,VS1,64.5,57,5.65,5.58,3.62,2381
0.7,F,VS1,67.8,60,5.5,5.39,3.69,2381
0.7,F,VS1,65.8,59,5.58,5.48,3.64,2381
0.7,G,VS1,56.2,65,5.93,5.88,3.32,2384
0.7,G,VS1,65.8,61,5.61,5.46,3.64,2384
0.7,G,VS1,65.6,60,5.57,5.5,3.63,2384
0.83,G,SI2,64.4,57,5.93,5.86,3.8,2386
0.91,J,SI1,66.3,56,5.92,5.99,3.95,2390
0.7,F,SI2,65.1,52,5.64,5.57,3.65,2394
0.7,H,VS1,59.6,66,5.8,5.74,3.44,2395
1.05,I,I1,61.8,66,6.48,6.37,3.97,2396
1.21,I,I1,65,58,6.65,6.59,4.3,2396
0.72,G,VS1,66.4,57,5.6,5.51,3.69,2396
1,G,I1,64.9,56,6.2,6.14,4.01,2398
0.7,F,VS1,55.9,62,5.94,5.83,3.29,2399
0.8,G,SI2,67.1,56,5.76,5.73,3.85,2400
0.78,G,SI2,64.9,55.2,5.75,5.82,3.76,2401
0.73,G,VS2,60.1,65,5.91,5.81,3.52,2401
0.71,H,VS1,66.4,62,5.54,5.49,3.66,2401
0.81,I,VS2,64.6,59,5.83,5.78,3.75,2414
0.72,D,VS2,65.4,56,5.68,5.6,3.69,2414
0.7,H,VS1,65.8,56,5.54,5.49,3.63,2415
0.9,I,SI2,67.7,61,6.04,5.86,4.03,2422
0.56,E,VVS2,57.3,60,5.5,5.57,3.17,2426
0.7,E,VS2,65.7,55,5.45,5.51,3.6,2437
0.9,J,SI1,64.6,61,5.92,5.87,3.81,2438
0.96,G,SI2,72.2,56,6.01,5.81,4.28,2438
0.59,F,VS2,64.4,56,5.31,5.28,3.41,2443
0.71,F,SI1,59.8,70,5.89,5.72,3.48,2458
0.7,G,VS2,64.9,57,5.55,5.54,3.6,2479
0.6,F,VVS2,60.1,66,5.48,5.44,3.28,2484
0.91,D,I1,66.2,57,6,5.94,3.95,2491
0.85,I,SI1,65.8,65,5.88,5.79,3.84,2493
0.72,E,SI1,56.9,61,5.91,5.97,3.38,2498
0.7,H,VVS2,65.8,58,5.49,5.42,3.59,2500
0.82,F,SI2,56.7,70,6.28,6.16,3.53,2508
1.3,H,I1,64.4,57,6.93,6.86,4.44,2512
0.7,F,VS2,66.4,53,5.51,5.49,3.65,2516
0.96,J,SI1,67.3,56,6.06,6.01,4.06,2517
0.76,D,SI2,55.5,69,6.16,6.07,3.39,2518
1,H,SI2,67.8,53,6.08,6.02,4.1,2530
0.9,F,SI2,69,59,5.89,5.82,4.04,2536
0.9,J,SI2,66.6,54,6.05,5.99,4.01,2536
0.9,I,SI2,65.3,57,5.98,5.93,3.89,2536
0.97,J,SI2,60.8,67,6.41,6.32,3.87,2538
0.73,D,SI1,64.5,56,5.7,5.65,3.66,2539
0.96,G,SI2,66.8,61,6.15,6.04,4.07,2539
0.96,I,SI2,66.3,58,6.07,5.9,3.97,2540
0.88,I,VS2,57.4,67,6.49,6.36,3.69,2550
0.7,D,SI1,66.2,57,5.56,5.41,3.63,2550
0.7,G,VS1,57.1,62,5.89,5.94,3.38,2553
0.74,H,VS2,66.1,61,5.6,5.57,3.69,2553
0.7,D,VS2,65.2,59,5.58,5.55,3.63,2560
1.3,E,I1,66.5,58,6.79,6.75,4.5,2571
0.7,G,VS2,66.5,57,5.4,5.46,3.61,2575
0.83,I,VS2,64.9,58,5.9,5.84,3.81,2577
0.5,E,VS2,79,73,5.21,5.18,4.09,2579
0.5,E,VS2,79,73,5.21,5.18,4.09,2579
0.89,G,SI2,58.9,66,6.26,6.16,3.66,2579
0.77,H,VS1,64.6,56.4,5.78,5.84,3.75,2594
0.7,G,VVS2,64.5,61,5.43,5.52,3.53,2595
1.29,H,I1,67.7,62,6.69,6.59,4.5,2596
0.71,D,VS2,64.4,56,5.63,5.58,3.61,2596
0.74,F,VS2,64.6,55,5.74,5.66,3.68,2596
0.7,E,SI2,65,54,5.56,5.52,3.6,2600
0.72,H,VVS2,56.5,68,6.03,5.89,3.37,2608
0.74,E,SI2,66.7,62,5.49,5.43,3.64,2617
1.2,F,I1,65.7,56,6.65,6.58,4.35,2622
0.71,G,VS2,57,66,5.83,5.81,3.32,2623
0.9,E,SI2,64.4,58,6.07,6.01,3.89,2639
0.75,F,VS2,65.4,58,5.63,5.68,3.7,2648
1.2,G,I1,64.4,55,6.77,6.61,4.31,2655
0.7,G,VS2,64.4,56,5.64,5.57,3.61,2657
0.9,I,VS2,65.8,55,6.05,6.01,3.97,2666
0.96,H,SI2,67.6,63,5.99,5.84,4.01,2672
1.01,J,SI2,66.9,58,6.13,6.07,4.08,2683
0.71,G,VS1,65.5,55,5.62,5.53,3.65,2686
0.8,H,VS2,65.3,58,5.78,5.73,3.76,2686
0.72,E,VS2,64.4,59,5.67,5.64,3.64,2691
0.72,F,SI1,64.8,55,5.64,5.6,3.64,2691
0.9,G,SI1,72.9,54,5.74,5.67,4.16,2691
0.78,H,VS2,54.7,67,6.25,6.15,3.4,2691
0.7,E,VS2,60.6,64,5.77,5.62,3.45,2697
0.7,E,SI1,64.4,53,5.61,5.57,3.6,2697
0.76,H,VVS2,64.8,57,5.67,5.81,3.71,2699
0.75,F,SI1,64.6,57,5.7,5.67,3.67,2700
0.71,F,VS1,57.3,67,5.96,5.76,3.36,2707
0.7,G,VVS2,65.3,61,5.58,5.48,3.61,2710
0.7,H,VVS2,64.5,65,5.52,5.45,3.54,2717
1.05,H,SI2,64.8,55,6.39,6.32,4.12,2717
0.78,E,SI2,66.9,57,5.7,5.66,3.6,2721
1,G,I1,61.7,57,6.39,6.28,3.91,2723
0.84,G,VS1,55.6,64,6.42,6.32,3.54,2724
0.72,F,VS2,55.4,64,6.06,5.97,3.34,2724
0.9,I,VS1,68.7,62,5.83,5.79,3.99,2732
1,I,SI2,66.8,56,6.22,6.12,4.13,2743
1.04,G,SI2,65.2,57,6.25,6.23,4.07,2745
0.71,D,VS1,65.4,59,5.62,5.58,3.66,2747
